年,週,年齡別,縣市,紅眼症急診就診人次,縣市別代碼
2016,40,19~64,嘉義市,5,10020
2016,40,19~64,嘉義縣,2,10010
2016,40,19~64,桃園市,13,68000
2016,40,19~64,屏東縣,1,10013
2016,40,19~64,彰化縣,10,10007
2016,40,19~64,宜蘭縣,6,10002
2016,40,19~64,新北市,7,65000
2016,40,19~64,新竹市,1,10018
2016,40,19~64,新竹縣,2,10004
2016,40,19~64,花蓮縣,9,10015
2016,40,19~64,金門縣,1,09020
2016,40,19~64,苗栗縣,1,10005
2016,40,19~64,高雄市,14,64000
2016,40,19~64,台北市,29,63000
2016,40,19~64,台中市,14,66000
2016,40,19~64,台南市,19,67000
2016,40,19~64,台東縣,1,10014
2016,40,19~64,基隆市,4,10017
2016,40,65+,嘉義市,1,10020
2016,40,65+,彰化縣,2,10007
2016,40,65+,花蓮縣,1,10015
2016,40,65+,高雄市,3,64000
2016,40,65+,台北市,6,63000
2016,40,65+,台中市,1,66000
2016,40,65+,台南市,1,67000
2016,40,7~12,桃園市,1,68000
2016,40,7~12,彰化縣,1,10007
2016,40,7~12,新北市,3,65000
2016,40,7~12,花蓮縣,1,10015
2016,40,7~12,台北市,4,63000
2016,40,7~12,台中市,2,66000
2016,40,7~12,台南市,4,67000
2016,40,7~12,基隆市,2,10017
2016,41,0~6,嘉義市,2,10020
2016,41,0~6,嘉義縣,1,10010
2016,41,0~6,桃園市,1,68000
2016,41,0~6,彰化縣,8,10007
2016,41,0~6,新北市,5,65000
2016,41,0~6,花蓮縣,1,10015
2016,41,0~6,高雄市,7,64000
2016,41,0~6,台北市,5,63000
2016,41,0~6,台中市,3,66000
2016,41,0~6,台南市,3,67000
2016,41,0~6,基隆市,1,10017
2016,41,13~18,嘉義市,1,10020
2016,41,13~18,嘉義縣,1,10010
2016,41,13~18,桃園市,1,68000
2016,41,13~18,彰化縣,2,10007
2016,41,13~18,高雄市,2,64000
2016,41,13~18,台北市,3,63000
2016,41,13~18,台中市,1,66000
2016,41,13~18,台南市,2,67000
2016,41,19~64,嘉義市,3,10020
2016,41,19~64,嘉義縣,3,10010
2016,41,19~64,桃園市,12,68000
2016,41,19~64,屏東縣,2,10013
2016,41,19~64,彰化縣,11,10007
2016,41,19~64,澎湖縣,3,10016
2016,41,19~64,宜蘭縣,6,10002
2016,41,19~64,新北市,8,65000
2016,41,19~64,新竹市,1,10018
2016,41,19~64,新竹縣,2,10004
2016,41,19~64,花蓮縣,12,10015
2016,41,19~64,金門縣,1,09020
2016,41,19~64,高雄市,25,64000
2016,41,19~64,台北市,43,63000
2016,41,19~64,台中市,24,66000
2016,41,19~64,台南市,17,67000
2016,41,19~64,台東縣,1,10014
2016,41,19~64,基隆市,6,10017
2016,41,65+,嘉義市,2,10020
2016,41,65+,嘉義縣,1,10010
2016,41,65+,桃園市,1,68000
2016,41,65+,屏東縣,1,10013
2016,41,65+,新北市,4,65000
2016,41,65+,新竹市,1,10018
2016,41,65+,新竹縣,1,10004
2016,41,65+,苗栗縣,1,10005
2016,41,65+,高雄市,6,64000
2016,41,65+,台北市,12,63000
2016,41,65+,台中市,2,66000
2016,41,65+,台南市,2,67000
2016,41,65+,台東縣,1,10014
2016,41,7~12,嘉義縣,1,10010
2016,41,7~12,宜蘭縣,1,10002
2016,41,7~12,新北市,2,65000
2016,41,7~12,高雄市,3,64000
2016,41,7~12,台北市,4,63000
2016,41,7~12,台中市,4,66000
2016,41,7~12,台南市,1,67000
2016,41,7~12,基隆市,1,10017
2016,42,0~6,嘉義市,1,10020
2016,42,0~6,桃園市,5,68000
2016,42,0~6,南投縣,2,10008
2016,42,0~6,新北市,3,65000
2016,42,0~6,新竹市,2,10018
2016,42,0~6,花蓮縣,3,10015
2016,42,0~6,高雄市,5,64000
2016,42,0~6,台北市,12,63000
2016,42,0~6,台中市,5,66000
2016,42,0~6,台南市,3,67000
2016,42,0~6,基隆市,1,10017
2016,42,13~18,嘉義市,3,10020
2016,42,13~18,嘉義縣,1,10010
2016,42,13~18,南投縣,2,10008
2016,42,13~18,新竹市,1,10018
2016,42,13~18,高雄市,2,64000
2016,42,13~18,台北市,1,63000
2016,42,13~18,台南市,3,67000
2016,42,13~18,台東縣,1,10014
2016,42,19~64,嘉義市,1,10020
2016,42,19~64,嘉義縣,6,10010
2016,42,19~64,桃園市,8,68000
2016,42,19~64,屏東縣,2,10013
2016,42,19~64,南投縣,2,10008
2016,42,19~64,彰化縣,7,10007
2016,42,19~64,澎湖縣,1,10016
2016,42,19~64,宜蘭縣,8,10002
2016,42,19~64,新北市,5,65000
2016,42,19~64,新竹市,3,10018
2016,42,19~64,新竹縣,2,10004
2016,42,19~64,花蓮縣,4,10015
2016,42,19~64,苗栗縣,2,10005
2016,42,19~64,高雄市,18,64000
2016,42,19~64,台北市,26,63000
2016,42,19~64,台中市,11,66000
2016,42,19~64,台南市,7,67000
2016,42,19~64,台東縣,1,10014
2016,42,19~64,雲林縣,1,10009
2016,42,19~64,基隆市,3,10017
2016,42,65+,嘉義市,1,10020
2016,42,65+,宜蘭縣,2,10002
2016,42,65+,苗栗縣,1,10005
2016,42,65+,高雄市,3,64000
2016,42,65+,台北市,7,63000
2016,42,65+,台中市,3,66000
2016,42,65+,台南市,1,67000
2016,42,65+,基隆市,2,10017
2016,42,7~12,嘉義市,2,10020
2016,42,7~12,新北市,1,65000
2016,42,7~12,新竹縣,1,10004
2016,42,7~12,花蓮縣,2,10015
2016,42,7~12,高雄市,6,64000
2016,42,7~12,台北市,4,63000
2016,42,7~12,台中市,2,66000
2016,42,7~12,台南市,3,67000
2016,43,0~6,嘉義市,3,10020
2016,43,0~6,嘉義縣,1,10010
2016,43,0~6,桃園市,4,68000
2016,43,0~6,南投縣,1,10008
2016,43,0~6,彰化縣,5,10007
2016,43,0~6,新北市,4,65000
2016,43,0~6,花蓮縣,1,10015
2016,43,0~6,高雄市,4,64000
2016,43,0~6,台北市,12,63000
2016,43,0~6,台中市,1,66000
2016,43,0~6,台南市,8,67000
2016,43,0~6,台東縣,2,10014
2016,43,0~6,基隆市,1,10017
2016,43,13~18,嘉義市,2,10020
2016,43,13~18,南投縣,1,10008
2016,43,13~18,彰化縣,1,10007
2016,43,13~18,宜蘭縣,1,10002
2016,43,13~18,花蓮縣,1,10015
2016,43,13~18,高雄市,1,64000
2016,43,13~18,台北市,4,63000
2016,43,13~18,台中市,3,66000
2016,43,13~18,台南市,1,67000
2016,43,13~18,台東縣,1,10014
2016,43,19~64,嘉義市,1,10020
2016,43,19~64,嘉義縣,4,10010
2016,43,19~64,桃園市,14,68000
2016,43,19~64,屏東縣,1,10013
2016,43,19~64,南投縣,1,10008
2016,43,19~64,彰化縣,8,10007
2016,43,19~64,澎湖縣,1,10016
2016,43,19~64,宜蘭縣,10,10002
2016,43,19~64,新北市,8,65000
2016,43,19~64,新竹市,2,10018
2016,43,19~64,新竹縣,2,10004
2016,43,19~64,花蓮縣,5,10015
2016,43,19~64,金門縣,1,09020
2016,43,19~64,苗栗縣,2,10005
2016,43,19~64,高雄市,13,64000
2016,43,19~64,台北市,24,63000
2016,43,19~64,台中市,20,66000
2016,43,19~64,台南市,8,67000
2016,43,19~64,雲林縣,2,10009
2016,43,19~64,基隆市,1,10017
2016,43,65+,嘉義市,1,10020
2016,43,65+,嘉義縣,1,10010
2016,43,65+,桃園市,2,68000
2016,43,65+,屏東縣,1,10013
2016,43,65+,南投縣,1,10008
2016,43,65+,彰化縣,2,10007
2016,43,65+,宜蘭縣,2,10002
2016,43,65+,高雄市,3,64000
2016,43,65+,台北市,7,63000
2016,43,65+,台中市,1,66000
2016,43,65+,台南市,3,67000
2016,43,65+,雲林縣,2,10009
2016,43,65+,基隆市,1,10017
2016,43,7~12,嘉義市,1,10020
2016,43,7~12,桃園市,1,68000
2016,43,7~12,新北市,2,65000
2016,43,7~12,新竹市,1,10018
2016,43,7~12,高雄市,1,64000
2016,43,7~12,台北市,2,63000
2016,43,7~12,台中市,2,66000
2016,43,7~12,台南市,4,67000
2016,43,7~12,基隆市,1,10017
2016,44,0~6,嘉義市,1,10020
2016,44,0~6,桃園市,11,68000
2016,44,0~6,屏東縣,1,10013
2016,44,0~6,南投縣,2,10008
2016,44,0~6,彰化縣,3,10007
2016,44,0~6,新北市,2,65000
2016,44,0~6,花蓮縣,1,10015
2016,44,0~6,金門縣,1,09020
2016,44,0~6,高雄市,3,64000
2016,44,0~6,台北市,8,63000
2016,44,0~6,台中市,9,66000
2016,44,0~6,台南市,3,67000
2016,44,0~6,基隆市,1,10017
2016,44,13~18,桃園市,1,68000
2016,44,13~18,彰化縣,2,10007
2016,44,13~18,澎湖縣,1,10016
2016,44,13~18,新北市,2,65000
2016,44,13~18,花蓮縣,1,10015
2016,44,13~18,高雄市,3,64000
2016,44,13~18,台北市,2,63000
2016,44,13~18,台中市,1,66000
2016,44,13~18,台南市,5,67000
2016,44,19~64,嘉義市,2,10020
2016,44,19~64,嘉義縣,3,10010
2016,44,19~64,桃園市,11,68000
2016,44,19~64,屏東縣,1,10013
2016,44,19~64,南投縣,2,10008
2016,44,19~64,彰化縣,14,10007
2016,44,19~64,宜蘭縣,1,10002
2016,44,19~64,新北市,7,65000
2016,44,19~64,新竹市,2,10018
2016,44,19~64,新竹縣,1,10004
2016,44,19~64,花蓮縣,6,10015
2016,44,19~64,金門縣,2,09020
2016,44,19~64,高雄市,20,64000
2016,44,19~64,台北市,34,63000
2016,44,19~64,台中市,12,66000
2016,44,19~64,台南市,13,67000
2016,44,19~64,台東縣,1,10014
2016,44,19~64,雲林縣,2,10009
2016,44,19~64,基隆市,1,10017
2016,44,65+,桃園市,2,68000
2016,44,65+,彰化縣,1,10007
2016,44,65+,新北市,3,65000
2016,44,65+,新竹市,1,10018
2016,44,65+,高雄市,4,64000
2016,44,65+,台北市,9,63000
2016,44,65+,台中市,2,66000
2016,44,65+,台南市,3,67000
2016,44,65+,雲林縣,1,10009
2016,44,7~12,桃園市,1,68000
2016,44,7~12,新北市,2,65000
2016,44,7~12,新竹縣,1,10004
2016,44,7~12,花蓮縣,1,10015
2016,44,7~12,高雄市,2,64000
2016,44,7~12,台北市,5,63000
2016,44,7~12,台中市,2,66000
2016,44,7~12,雲林縣,1,10009
2016,44,7~12,基隆市,1,10017
2016,45,0~6,嘉義市,1,10020
2016,45,0~6,嘉義縣,1,10010
2016,45,0~6,桃園市,6,68000
2016,45,0~6,彰化縣,3,10007
2016,45,0~6,宜蘭縣,1,10002
2016,45,0~6,新北市,4,65000
2016,45,0~6,新竹市,1,10018
2016,45,0~6,花蓮縣,2,10015
2016,45,0~6,苗栗縣,1,10005
2016,45,0~6,高雄市,7,64000
2016,45,0~6,台北市,5,63000
2016,45,0~6,台中市,9,66000
2016,45,0~6,台南市,6,67000
2016,45,0~6,雲林縣,1,10009
2016,45,0~6,基隆市,1,10017
2016,45,13~18,屏東縣,1,10013
2016,45,13~18,彰化縣,1,10007
2016,45,13~18,宜蘭縣,1,10002
2016,45,13~18,新北市,3,65000
2016,45,13~18,新竹縣,1,10004
2016,45,13~18,花蓮縣,1,10015
2016,45,13~18,高雄市,2,64000
2016,45,13~18,台北市,5,63000
2016,45,13~18,台中市,1,66000
2016,45,13~18,台南市,1,67000
2016,45,19~64,嘉義市,3,10020
2016,45,19~64,嘉義縣,1,10010
2016,45,19~64,桃園市,11,68000
2016,45,19~64,屏東縣,5,10013
2016,45,19~64,南投縣,2,10008
2016,45,19~64,彰化縣,9,10007
2016,45,19~64,澎湖縣,1,10016
2016,45,19~64,宜蘭縣,6,10002
2016,45,19~64,新北市,8,65000
2016,45,19~64,花蓮縣,6,10015
2016,45,19~64,高雄市,19,64000
2016,45,19~64,台北市,23,63000
2016,45,19~64,台中市,13,66000
2016,45,19~64,台南市,15,67000
2016,45,19~64,台東縣,1,10014
2016,45,19~64,雲林縣,1,10009
2016,45,19~64,基隆市,2,10017
2016,45,65+,嘉義縣,1,10010
2016,45,65+,桃園市,1,68000
2016,45,65+,彰化縣,4,10007
2016,45,65+,新北市,3,65000
2016,45,65+,新竹市,2,10018
2016,45,65+,花蓮縣,2,10015
2016,45,65+,金門縣,1,09020
2016,45,65+,苗栗縣,1,10005
2016,45,65+,台北市,10,63000
2016,45,65+,台中市,5,66000
2016,45,65+,台南市,1,67000
2016,45,65+,台東縣,2,10014
2016,45,65+,基隆市,1,10017
2016,45,7~12,南投縣,1,10008
2016,45,7~12,彰化縣,1,10007
2016,45,7~12,新北市,2,65000
2016,45,7~12,花蓮縣,1,10015
2016,45,7~12,苗栗縣,1,10005
2016,45,7~12,高雄市,2,64000
2016,45,7~12,台北市,2,63000
2016,45,7~12,台中市,2,66000
2016,45,7~12,台南市,2,67000
2016,46,0~6,嘉義縣,1,10010
2016,46,0~6,桃園市,10,68000
2016,46,0~6,屏東縣,1,10013
2016,46,0~6,彰化縣,4,10007
2016,46,0~6,宜蘭縣,1,10002
2016,46,0~6,新北市,5,65000
2016,46,0~6,新竹市,1,10018
2016,46,0~6,花蓮縣,3,10015
2016,46,0~6,金門縣,1,09020
2016,46,0~6,高雄市,1,64000
2016,46,0~6,台北市,8,63000
2016,46,0~6,台中市,3,66000
2016,46,0~6,台南市,3,67000
2016,46,0~6,台東縣,1,10014
2016,46,0~6,雲林縣,1,10009
2016,46,13~18,嘉義市,1,10020
2016,46,13~18,桃園市,1,68000
2016,46,13~18,澎湖縣,1,10016
2016,46,13~18,新北市,1,65000
2016,46,13~18,高雄市,3,64000
2016,46,13~18,台北市,3,63000
2016,46,13~18,台中市,3,66000
2016,46,13~18,台南市,4,67000
2016,46,13~18,基隆市,2,10017
2016,46,19~64,嘉義市,7,10020
2016,46,19~64,嘉義縣,7,10010
2016,46,19~64,桃園市,15,68000
2016,46,19~64,南投縣,4,10008
2016,46,19~64,彰化縣,9,10007
2016,46,19~64,澎湖縣,1,10016
2016,46,19~64,宜蘭縣,7,10002
2016,46,19~64,新北市,7,65000
2016,46,19~64,新竹市,1,10018
2016,46,19~64,新竹縣,1,10004
2016,46,19~64,花蓮縣,8,10015
2016,46,19~64,高雄市,14,64000
2016,46,19~64,台北市,24,63000
2016,46,19~64,台中市,15,66000
2016,46,19~64,台南市,10,67000
2016,46,19~64,台東縣,1,10014
2016,46,19~64,基隆市,2,10017
2016,46,65+,桃園市,1,68000
2016,46,65+,南投縣,1,10008
2016,46,65+,彰化縣,1,10007
2016,46,65+,新北市,5,65000
2016,46,65+,花蓮縣,1,10015
2016,46,65+,高雄市,2,64000
2016,46,65+,台北市,7,63000
2016,46,65+,台中市,1,66000
2016,46,65+,台南市,4,67000
2016,46,7~12,桃園市,4,68000
2016,46,7~12,彰化縣,1,10007
2016,46,7~12,澎湖縣,1,10016
2016,46,7~12,高雄市,1,64000
2016,46,7~12,台北市,3,63000
2016,46,7~12,台中市,3,66000
2016,46,7~12,台南市,1,67000
2016,46,7~12,基隆市,1,10017
2016,47,0~6,嘉義市,3,10020
2016,47,0~6,桃園市,9,68000
2016,47,0~6,彰化縣,10,10007
2016,47,0~6,澎湖縣,1,10016
2016,47,0~6,新北市,5,65000
2016,47,0~6,新竹市,1,10018
2016,47,0~6,花蓮縣,2,10015
2016,47,0~6,高雄市,9,64000
2016,47,0~6,台北市,10,63000
2016,47,0~6,台中市,2,66000
2016,47,0~6,台南市,4,67000
2016,47,0~6,雲林縣,1,10009
2016,47,0~6,基隆市,1,10017
2016,47,13~18,嘉義市,1,10020
2016,47,13~18,桃園市,1,68000
2016,47,13~18,宜蘭縣,1,10002
2016,47,13~18,高雄市,2,64000
2016,47,13~18,台北市,5,63000
2016,47,13~18,台中市,3,66000
2016,47,13~18,台南市,1,67000
2016,47,13~18,台東縣,1,10014
2016,47,13~18,基隆市,1,10017
2016,47,19~64,嘉義市,2,10020
2016,47,19~64,嘉義縣,2,10010
2016,47,19~64,連江縣,1,09007
2016,47,19~64,桃園市,12,68000
2016,47,19~64,屏東縣,2,10013
2016,47,19~64,彰化縣,9,10007
2016,47,19~64,澎湖縣,1,10016
2016,47,19~64,宜蘭縣,3,10002
2016,47,19~64,新北市,4,65000
2016,47,19~64,新竹市,3,10018
2016,47,19~64,新竹縣,2,10004
2016,47,19~64,花蓮縣,5,10015
2016,47,19~64,高雄市,19,64000
2016,47,19~64,台北市,36,63000
2016,47,19~64,台中市,14,66000
2016,47,19~64,台南市,12,67000
2016,47,19~64,台東縣,3,10014
2016,47,19~64,基隆市,2,10017
2016,47,65+,桃園市,2,68000
2016,47,65+,南投縣,1,10008
2016,47,65+,彰化縣,1,10007
2016,47,65+,宜蘭縣,1,10002
2016,47,65+,新北市,3,65000
2016,47,65+,新竹市,2,10018
2016,47,65+,高雄市,5,64000
2016,47,65+,台北市,9,63000
2016,47,65+,台南市,1,67000
2016,47,65+,基隆市,1,10017
2016,47,7~12,嘉義市,1,10020
2016,47,7~12,桃園市,1,68000
2016,47,7~12,新竹市,1,10018
2016,47,7~12,高雄市,2,64000
2016,47,7~12,台北市,1,63000
2016,48,0~6,嘉義市,2,10020
2016,48,0~6,嘉義縣,1,10010
2016,48,0~6,桃園市,6,68000
2016,48,0~6,屏東縣,2,10013
2016,48,0~6,彰化縣,4,10007
2016,48,0~6,新北市,1,65000
2016,48,0~6,新竹市,1,10018
2016,48,0~6,花蓮縣,4,10015
2016,48,0~6,高雄市,6,64000
2016,48,0~6,台北市,2,63000
2016,48,0~6,台中市,3,66000
2016,48,0~6,台南市,4,67000
2016,48,0~6,雲林縣,1,10009
2016,48,13~18,嘉義市,1,10020
2016,48,13~18,新北市,1,65000
2016,48,13~18,新竹市,1,10018
2016,48,13~18,高雄市,3,64000
2016,48,13~18,台北市,2,63000
2016,48,13~18,台中市,4,66000
2016,48,13~18,台南市,1,67000
2016,48,19~64,嘉義市,2,10020
2016,48,19~64,嘉義縣,6,10010
2016,48,19~64,桃園市,9,68000
2016,48,19~64,南投縣,3,10008
2016,48,19~64,彰化縣,9,10007
2016,48,19~64,宜蘭縣,4,10002
2016,48,19~64,新北市,5,65000
2016,48,19~64,新竹縣,1,10004
2016,48,19~64,花蓮縣,6,10015
2016,48,19~64,金門縣,3,09020
2016,48,19~64,苗栗縣,1,10005
2016,48,19~64,高雄市,14,64000
2016,48,19~64,台北市,31,63000
2016,48,19~64,台中市,8,66000
2016,48,19~64,台南市,8,67000
2016,48,19~64,台東縣,1,10014
2016,48,19~64,基隆市,3,10017
2016,48,65+,嘉義縣,2,10010
2016,48,65+,彰化縣,1,10007
2016,48,65+,宜蘭縣,1,10002
2016,48,65+,新北市,1,65000
2016,48,65+,花蓮縣,1,10015
2016,48,65+,苗栗縣,1,10005
2016,48,65+,高雄市,5,64000
2016,48,65+,台北市,9,63000
2016,48,65+,台中市,1,66000
2016,48,65+,台南市,1,67000
2016,48,65+,雲林縣,1,10009
2016,48,7~12,桃園市,1,68000
2016,48,7~12,彰化縣,4,10007
2016,48,7~12,新北市,1,65000
2016,48,7~12,新竹縣,2,10004
2016,48,7~12,高雄市,1,64000
2016,48,7~12,台北市,2,63000
2016,48,7~12,台中市,1,66000
2016,48,7~12,台南市,1,67000
2016,49,0~6,嘉義市,1,10020
2016,49,0~6,桃園市,1,68000
2016,49,0~6,彰化縣,2,10007
2016,49,0~6,澎湖縣,1,10016
2016,49,0~6,新北市,3,65000
2016,49,0~6,新竹市,2,10018
2016,49,0~6,花蓮縣,1,10015
2016,49,0~6,高雄市,5,64000
2016,49,0~6,台北市,8,63000
2016,49,0~6,台中市,7,66000
2016,49,0~6,台南市,3,67000
2016,49,0~6,台東縣,1,10014
2016,49,13~18,桃園市,1,68000
2016,49,13~18,彰化縣,1,10007
2016,49,13~18,花蓮縣,1,10015
2016,49,13~18,高雄市,2,64000
2016,49,13~18,台北市,2,63000
2016,49,13~18,台中市,4,66000
2016,49,13~18,基隆市,2,10017
2016,49,19~64,嘉義市,1,10020
2016,49,19~64,嘉義縣,2,10010
2016,49,19~64,連江縣,1,09007
2016,49,19~64,桃園市,2,68000
2016,49,19~64,屏東縣,1,10013
2016,49,19~64,南投縣,1,10008
2016,49,19~64,彰化縣,2,10007
2016,49,19~64,澎湖縣,3,10016
2016,49,19~64,宜蘭縣,3,10002
2016,49,19~64,新北市,5,65000
2016,49,19~64,新竹市,3,10018
2016,49,19~64,花蓮縣,9,10015
2016,49,19~64,苗栗縣,1,10005
2016,49,19~64,高雄市,7,64000
2016,49,19~64,台北市,27,63000
2016,49,19~64,台中市,15,66000
2016,49,19~64,台南市,20,67000
2016,49,19~64,台東縣,1,10014
2016,49,19~64,雲林縣,1,10009
2016,49,19~64,基隆市,3,10017
2016,49,65+,嘉義縣,1,10010
2016,49,65+,桃園市,1,68000
2016,49,65+,彰化縣,2,10007
2016,49,65+,宜蘭縣,2,10002
2016,49,65+,新北市,1,65000
2016,49,65+,花蓮縣,1,10015
2016,49,65+,高雄市,1,64000
2016,49,65+,台北市,9,63000
2016,49,65+,台南市,2,67000
2016,49,65+,台東縣,1,10014
2016,49,65+,基隆市,1,10017
2016,49,7~12,嘉義市,1,10020
2016,49,7~12,桃園市,2,68000
2016,49,7~12,屏東縣,1,10013
2016,49,7~12,彰化縣,1,10007
2016,49,7~12,新北市,2,65000
2016,49,7~12,花蓮縣,3,10015
2016,49,7~12,高雄市,3,64000
2016,49,7~12,台北市,6,63000
2016,49,7~12,台中市,1,66000
2016,49,7~12,台南市,1,67000
2016,50,0~6,嘉義市,2,10020
2016,50,0~6,嘉義縣,1,10010
2016,50,0~6,桃園市,3,68000
2016,50,0~6,彰化縣,1,10007
2016,50,0~6,新北市,8,65000
2016,50,0~6,新竹市,1,10018
2016,50,0~6,花蓮縣,3,10015
2016,50,0~6,高雄市,5,64000
2016,50,0~6,台北市,8,63000
2016,50,0~6,台中市,6,66000
2016,50,0~6,台南市,2,67000
2016,50,0~6,雲林縣,2,10009
2016,50,0~6,基隆市,1,10017
2016,50,13~18,嘉義市,1,10020
2016,50,13~18,屏東縣,1,10013
2016,50,13~18,彰化縣,1,10007
2016,50,13~18,新北市,1,65000
2016,50,13~18,新竹市,2,10018
2016,50,13~18,花蓮縣,1,10015
2016,50,13~18,高雄市,1,64000
2016,50,13~18,台中市,2,66000
2016,50,13~18,台南市,1,67000
2016,50,13~18,台東縣,2,10014
2016,50,19~64,嘉義縣,5,10010
2016,50,19~64,桃園市,9,68000
2016,50,19~64,屏東縣,4,10013
2016,50,19~64,彰化縣,8,10007
2016,50,19~64,宜蘭縣,5,10002
2016,50,19~64,新北市,5,65000
2016,50,19~64,新竹市,2,10018
2016,50,19~64,新竹縣,3,10004
2016,50,19~64,花蓮縣,4,10015
2016,50,19~64,高雄市,17,64000
2016,50,19~64,台北市,19,63000
2016,50,19~64,台中市,15,66000
2016,50,19~64,台南市,16,67000
2016,50,19~64,台東縣,3,10014
2016,50,19~64,雲林縣,1,10009
2016,50,19~64,基隆市,3,10017
2016,50,65+,桃園市,1,68000
2016,50,65+,屏東縣,1,10013
2016,50,65+,新北市,2,65000
2016,50,65+,花蓮縣,2,10015
2016,50,65+,高雄市,3,64000
2016,50,65+,台北市,5,63000
2016,50,65+,台中市,4,66000
2016,50,65+,台南市,4,67000
2016,50,65+,台東縣,1,10014
2016,50,65+,基隆市,1,10017
2016,50,7~12,嘉義縣,1,10010
2016,50,7~12,桃園市,1,68000
2016,50,7~12,新北市,2,65000
2016,50,7~12,高雄市,3,64000
2016,50,7~12,台北市,4,63000
2016,50,7~12,台中市,4,66000
2016,50,7~12,雲林縣,1,10009
2016,50,7~12,基隆市,1,10017
2016,51,0~6,嘉義市,1,10020
2016,51,0~6,嘉義縣,1,10010
2016,51,0~6,桃園市,2,68000
2016,51,0~6,南投縣,1,10008
2016,51,0~6,彰化縣,2,10007
2016,51,0~6,宜蘭縣,1,10002
2016,51,0~6,新北市,4,65000
2016,51,0~6,新竹市,3,10018
2016,51,0~6,花蓮縣,1,10015
2016,51,0~6,苗栗縣,1,10005
2016,51,0~6,高雄市,5,64000
2016,51,0~6,台北市,4,63000
2016,51,0~6,台中市,4,66000
2016,51,0~6,台南市,2,67000
2016,51,0~6,台東縣,2,10014
2016,51,0~6,基隆市,1,10017
2016,51,13~18,嘉義市,1,10020
2016,51,13~18,彰化縣,1,10007
2016,51,13~18,新北市,1,65000
2016,51,13~18,花蓮縣,1,10015
2016,51,13~18,高雄市,4,64000
2016,51,13~18,台北市,1,63000
2016,51,13~18,台南市,1,67000
2016,51,13~18,台東縣,1,10014
2016,51,19~64,嘉義市,2,10020
2016,51,19~64,嘉義縣,3,10010
2016,51,19~64,桃園市,14,68000
2016,51,19~64,屏東縣,2,10013
2016,51,19~64,南投縣,3,10008
2016,51,19~64,彰化縣,7,10007
2016,51,19~64,宜蘭縣,2,10002
2016,51,19~64,新北市,6,65000
2016,51,19~64,新竹市,1,10018
2016,51,19~64,新竹縣,1,10004
2016,51,19~64,花蓮縣,5,10015
2016,51,19~64,金門縣,1,09020
2016,51,19~64,苗栗縣,2,10005
2016,51,19~64,高雄市,17,64000
2016,51,19~64,台北市,17,63000
2016,51,19~64,台中市,15,66000
2016,51,19~64,台南市,5,67000
2016,51,19~64,台東縣,2,10014
2016,51,19~64,基隆市,6,10017
2016,51,65+,嘉義市,1,10020
2016,51,65+,桃園市,4,68000
2016,51,65+,屏東縣,1,10013
2016,51,65+,彰化縣,1,10007
2016,51,65+,新北市,1,65000
2016,51,65+,新竹市,1,10018
2016,51,65+,花蓮縣,1,10015
2016,51,65+,苗栗縣,1,10005
2016,51,65+,高雄市,6,64000
2016,51,65+,台北市,7,63000
2016,51,65+,台中市,2,66000
2016,51,65+,台南市,2,67000
2016,51,7~12,桃園市,4,68000
2016,51,7~12,新北市,3,65000
2016,51,7~12,新竹市,1,10018
2016,51,7~12,高雄市,4,64000
2016,51,7~12,台中市,1,66000
2016,51,7~12,台南市,3,67000
2016,52,0~6,嘉義市,4,10020
2016,52,0~6,桃園市,8,68000
2016,52,0~6,屏東縣,1,10013
2016,52,0~6,南投縣,2,10008
2016,52,0~6,彰化縣,1,10007
2016,52,0~6,宜蘭縣,2,10002
2016,52,0~6,新北市,3,65000
2016,52,0~6,新竹市,1,10018
2016,52,0~6,高雄市,4,64000
2016,52,0~6,台北市,11,63000
2016,52,0~6,台中市,2,66000
2016,52,0~6,台南市,4,67000
2016,52,0~6,雲林縣,1,10009
2016,52,13~18,桃園市,1,68000
2016,52,13~18,新北市,2,65000
2016,52,13~18,花蓮縣,1,10015
2016,52,13~18,高雄市,1,64000
2016,52,13~18,台北市,4,63000
2016,52,13~18,台中市,1,66000
2016,52,13~18,台南市,2,67000
2016,52,13~18,雲林縣,2,10009
2016,52,19~64,嘉義市,3,10020
2016,52,19~64,嘉義縣,1,10010
2016,52,19~64,桃園市,12,68000
2016,52,19~64,彰化縣,7,10007
2016,52,19~64,宜蘭縣,8,10002
2016,52,19~64,新北市,8,65000
2016,52,19~64,新竹市,1,10018
2016,52,19~64,新竹縣,3,10004
2016,52,19~64,花蓮縣,3,10015
2016,52,19~64,金門縣,1,09020
2016,52,19~64,高雄市,10,64000
2016,52,19~64,台北市,23,63000
2016,52,19~64,台中市,12,66000
2016,52,19~64,台南市,14,67000
